Brand,Model,Insurance Validity,Fuel Type,Seats,Kms Driven (in kms),RTO,Ownership,Engine Displacement (in cc),Transmission,Year of Manufacture,Mileage (in kmpl),Max Power (in bhp),Torque (in nm),Wheel Size,Registration Month,Registration Year,Depreciation Rate (in %),Price (in lacs),City,Car Location
Renault,Triber RXE BSIV,Not Available,Petrol,7,"25,182",RJ29,First Owner,999,Manual,2020,20,72,96,,Jan,2021,30,4.25,Jaipur,
Maruti,Alto 800 LXI,Not Available,Petrol,5,"37,240",RJ45,First Owner,796,Manual,2019,22.05,47.33,69,,Mar,2019,40,2.9,Jaipur,
Maruti,Ritz LXI,Comprehensive,Petrol,5,"41,829",RJ14,First Owner,1197,Manual,2010,21.1,85.80,114,14,Jun,2010,75,2.1,Jaipur,
Tata,Manza Aura (ABS) Safire BS IV,Not Available,Petrol,5,"1,03,670",GJ03,First Owner,1368,Manual,2012,13.7,88.8,116,15,Oct,2012,75,2.0,Jaipur,
Hyundai,i10 Sportz,Not Available,Petrol,5,"1,45,632",HR06,First Owner,1197,Manual,2011,20.36,78.9,111.8,13,Aug,2011,75,1.5,Jaipur,
Tata,Altroz XZA Plus DCT,Comprehensive,Petrol,5,"43,123",RJ23,First Owner,1199,Automatic,2020,18.5,86.83,113,16,Aug,2020,30,7.25,Jaipur,
Hyundai,Grand i10 Sportz,Comprehensive,Petrol,5,"60,123",RJ01,First Owner,1197,Manual,2015,18.9,82,114,,May,2015,75,4.25,Jaipur,
Maruti,Alto K10 VXI,Third Party,Petrol,5,"54,123",RJ52,First Owner,998,Manual,2014,23.95,67.05,90,,Jun,2014,75,2.7,Jaipur,
Tata,Tiago XZ Plus,Not Available,Petrol,5,"5,131",RJ36,First Owner,1199,Manual,2021,19.01,84.82,113,15,Sept,2021,20,6.0,Jaipur,
Mahindra,Xylo D4 BSIII,Comprehensive,Diesel,8,"76,144",RJ02,First Owner,2498,Manual,2013,14,112bhp at 3800 ,260 Nm at 1800-2200 r,15,Feb,2013,75,4.25,Jaipur,
Ford,Fiesta 1.4 Duratorq CLXI,Comprehensive,Diesel,5,"95,607",RJ14,First Owner,1399,Manual,2012,17.8,67,160,14,Jul,2012,75,2.28,Jaipur,
Tata,Altroz XZ,Comprehensive,Petrol,5,"32,233",RJ18,First Owner,1199,Manual,2020,19.33,86.83,113,16,Sept,2020,30,7.9,Jaipur,
Renault,Duster 85PS Diesel RxL,Comprehensive,Diesel,5,"76,000",RJ14,First Owner,1461,Manual,2013,19.87,83.8,200,,Dec,2013,75,4.11,Jaipur,
Kia,Seltos GTX Plus DCT,Comprehensive,Petrol,5,"51,544",RJ29,First Owner,1353,Automatic,2021,16.5,138.08,242,17,Jun,2021,20,16.5,Jaipur,
Maruti,Alto 800 LXI,Not Available,Petrol,5,"51,704",RJ14,First Owner,796,Manual,2015,22.74,47.3,69,,Aug,2015,75,2.25,Jaipur,
Hyundai,Elantra CRDi SX,Comprehensive,Diesel,5,"1,03,142",RJ45,Second Owner,1582,Manual,2012,22.7,126.24,259.87,16,Nov,2012,75,3.9,Jaipur,
Hyundai,i10 Sportz 1.2,Not Available,Petrol,5,"1,27,295",RJ14,First Owner,1197,Manual,2010,20.36,78.9,111.8,13,Dec,2010,75,1.6,Jaipur,
Mahindra,XUV300 W8 Diesel Sunroof,Comprehensive,Diesel,5,"65,641",RJ08,First Owner,1497,Manual,2021,20.1,115.05,300,16,Dec,2021,20,11.95,Jaipur,
Volkswagen,Polo 1.2 MPI Highline,Not Available,Petrol,5,"1,12,861",RJ14,First Owner,1198,Manual,2013,16.47,74,110,15,Feb,2013,75,3.0,Jaipur,
Audi,Q2 Standard With Sunroof,Not Available,Petrol,5,"41,542",RJ13,First Owner,1984,Automatic,2020,,187.74,320,,Dec,2021,30,30.0,Jaipur,
Audi,A4 2.0 TDI,Comprehensive,Diesel,5,"1,05,423",RJ14,Second Owner,1968,Automatic,2011,16.55,147.51,320,16,Mar,2011,75,8.28,Jaipur,
Renault,KWID 1.0 RXT Optional,Third Party insurance,Petrol,5,"29,771",RJ14,First Owner,999,Manual,2018,23.01,67,91,,Aug,2018,50,3.9,Jaipur,
Ford,Ecosport 1.5 Ti VCT AT Titanium BE BSIV,Third Party insurance,Petrol,5,"71,132",RJ14,First Owner,1499,Automatic,2016,16.05,110.4,140,16,Dec,2016,70,6.5,Jaipur,
Ford,Ecosport 1.5 Ti VCT AT Titanium BE BSIV,Third Party insurance,Petrol,5,"59,423",RJ14,First Owner,1499,Automatic,2016,16.05,110.4,140,16,Dec,2021,70,6.75,Jaipur,
Tata,Tiago XT,Zero Dep,Petrol,5,"78,231",RJ45,First Owner,1199,Manual,2020,19.01,84.82,113,,Jun,2020,30,4.7,Jaipur,
Maruti,SX4 S Cross DDiS 200 Alpha,Not Available,Diesel,5,"90,697",RJ14,Second Owner,1248,Manual,2015,23.65,88.5,200,16,Aug,2015,75,5.5,Jaipur,
Datsun,GO T Option BSIV,Comprehensive,Petrol,5,"1,23,413",RJ45,First Owner,1198,Manual,2017,20.63,67,104,,Apr,2017,60,2.04,Jaipur,
Mahindra,TUV 300 T8 AMT,Not Available,Diesel,7,"50,157",DL12,First Owner,1493,Automatic,2016,18.49,100,230,15,Mar,2017,70,4.8,Jaipur,
Hyundai,Santro Xing GLS,Not Available,Petrol,5,"41,881",RJ14,First Owner,1086,Manual,2008,17.92,62.1,96.1,13,Dec,2008,75,1.25,Jaipur,
Volkswagen,Ameo 1.5 TDI Comfortline,Not Available,Diesel,5,"86,603",HR26,First Owner,1498,Manual,2017,21.66,108.62,250,,Oct,2017,60,4.5,Jaipur,
Hyundai,Accent Executive,Not Available,Petrol,5,"87,754",RJ14,Fifth Owner,1495,Manual,2008,16.36,93.7,124.6,13,Oct,2008,75,0.8,Jaipur,
Chevrolet,Beat Diesel LS,Not Available,Diesel,5,"97,867",RJ14,First Owner,936,Manual,2013,25.44,57.6,150,14,Apr,2013,75,1.3,Jaipur,
Maruti,Ciaz ZDi,Not Available,Diesel,5,"1,02,297",RJ14,First Owner,1248,Manual,2014,26.21,88.5,200,15,Oct,2014,75,4.5,Jaipur,
Maruti,Alto 800 LXI,Not Available,Petrol,5,"67,448",RJ45,First Owner,796,Manual,2019,22.05,47.33,69,,Feb,2019,40,2.8,Jaipur,
Datsun,GO Plus T BSIV,Not Available,Petrol,7,"53,131",RJ14,First Owner,1198,Manual,2015,19.44,67,104,,Nov,2015,75,1.98,Jaipur,
Honda,City i-VTEC CVT V,Not Available,Petrol,5,"38,514",RJ45,First Owner,1497,Automatic,2019,18,117.6,145,15,Aug,2019,40,9.5,Jaipur,
Hyundai,i20 Asta 1.2,Comprehensive,Petrol,5,"67,175",RJ14,First Owner,1197,Manual,2015,18.6,81.83,114.7,16,Apr,2015,75,4.9,Jaipur,
Maruti,SX4 S Cross Sigma,Not Available,Petrol,5,"15,992",RJ45,First Owner,1462,Manual,2020,18.55,103.25,138,,Nov,2020,30,8.0,Jaipur,
Fiat,Avventura MULTIJET Emotion,Third Party,Diesel,5,"1,55,491",RJ14,First Owner,1248,Manual,2015,20.5,91.72,209,16,Jun,2015,75,3.5,Jaipur,
Maruti,Alto K10 2010-2014 VXI,Not Available,Petrol,5,"20,643",RJ14,First Owner,998,Manual,2011,20.92,67.1,90,13,Jun,2011,75,1.8,Jaipur,
Maruti,Swift Dzire 1.2 Vxi BSIV,Not Available,Petrol,5,"58,278",RJ14,Second Owner,1197,Manual,2010,17.5,85.8,114,14,Jun,2010,75,2.5,Jaipur,
Maruti,Swift ZXI,Zero Dep,Petrol,5,"74,871",UP13,First Owner,1197,Manual,2018,21.21,81.80,113,R15,Jan,2019,50,5.5,Jaipur,
Hyundai,i10 Era LPG,Not Available,LPG,5,"1,22,405",RJ14,First Owner,1086,Manual,2012,19,68.1,99.1,13,Jun,2012,75,2.25,Jaipur,
Maruti,Wagon R LXI Minor Duo LPG,Not Available,LPG,5,"1,50,169",RJ14,First Owner,1061,Manual,2009,,67,84,14,Feb,2009,75,1.0,Jaipur,
Hyundai,i20 Sportz Plus BSIV,Zero Dep,Petrol,5,"43,253",RJ45,Second Owner,1197,Manual,2019,18.6,81.86,117,15,Oct,2019,40,6.5,Jaipur,
Ford,Ecosport 1.5 DV5 MT Titanium,Not Available,Diesel,5,"1,14,866",RJ14,First Owner,1498,Manual,2014,22.7,89.84,204,16,Aug,2014,75,4.0,Jaipur,
Maruti,Baleno 1.2 Delta,Not Available,Petrol,5,"94,072",RJ45,First Owner,1197,Manual,2018,21.4,83.1,115,,Jul,2018,50,5.5,Jaipur,
Tata,Altroz XZ,Not Available,Petrol,5,"32,149",RJ18,First Owner,1199,Manual,2020,19.33,86.83,113,16,Sept,2020,30,6.5,Jaipur,
BMW,X1 sDrive20d,Not Available,Diesel,5,"1,14,073",RJ14,Third Owner,1995,Automatic,2011,17.05,184,380,17,Jan,2012,75,7.0,Jaipur,
Ford,Figo Diesel ZXI,Not Available,Diesel,5,"58,110",RJ14,First Owner,1399,Manual,2013,20,68.05,160,,Feb,2013,75,2.17,Jaipur,
Maruti,Swift Dzire VDI,Not Available,Diesel,5,"1,76,461",RJ14,First Owner,1248,Manual,2015,26.59,74,190,,Sept,2015,75,4.5,Jaipur,
Honda,City i DTEC SV,Not Available,Diesel,5,"2,29,812",RJ14,First Owner,1498,Manual,2014,26,98.6,200,,Feb,2014,75,4.5,Jaipur,
Hyundai,i20 1.4 Sportz,Zero Dep,Diesel,5,"1,12,474",RJ07,First Owner,1396,Manual,2018,22.54,88.73,219.7,,Jul,2018,50,7.0,Jaipur,
Maruti,Swift Dzire VDI,Not Available,Diesel,5,"1,23,195",RJ51,Second Owner,1248,Manual,2017,28.4,74.02,190,,Jun,2017,60,5.5,Jaipur,
Maruti,Wagon R LXI BS IV,Third Party,Petrol,5,"70,450",RJ14,Third Owner,998,Manual,2011,18.9,67.1,90,13,Aug,2011,75,1.45,Jaipur,
Volkswagen,Polo 1.0 MPI Highline Plus,Not Available,Petrol,5,"38,033",RJ14,First Owner,999,Manual,2018,18.78,75,95,16,Apr,2018,50,6.0,Jaipur,
Skoda,Kushaq 1.0 TSI Style,Zero Dep,Petrol,5,"32,173",RJ45,First Owner,999,Manual,2021,19.2,113.98,178,17,Mar,2022,20,13.5,Jaipur,
Ford,Figo Petrol Titanium,Not Available,Petrol,5,"1,21,235",RJ01,First Owner,1196,Manual,2010,15.6,70,102,14,Jan,2011,75,1.2,Jaipur,
Hyundai,Verna 1.6 CRDi SX,Not Available,Diesel,5,"1,40,277",UP80,First Owner,1582,Manual,2017,23.9,126.2,259.9,16,May,2017,60,7.0,Jaipur,
Honda,Civic 1.8 V MT,Not Available,Petrol,5,"1,83,011",RJ14,Second Owner,1799,Manual,2009,13.5,130,172,15,Jul,2009,75,2.0,Jaipur,
Hyundai,Santro Era Executive,Not Available,Petrol,5,"32,268",RJ29,First Owner,1086,Manual,2020,20.3,68.05,99,,Jan,2021,30,4.5,Jaipur,
Honda,Jazz 1.5 V i DTEC,Not Available,Diesel,5,"2,10,532",RJ14,First Owner,1498,Manual,2015,27.3,98.6,200,15,May,2016,75,4.5,Jaipur,
Maruti,Celerio ZXI Optional,Comprehensive,Petrol,5,"91,581",RJ42,Third Owner,998,Manual,2014,23.1,67.04,90,14,May,2014,75,2.47,Jaipur,
Mercedes-Benz,E-Class E250 CDI Avantgarde,Comprehensive,Diesel,5,"89,000",DL1C,Second Owner,2143,Automatic,2013,13,204,500,17,Feb,2014,75,15.25,Jaipur,
Maruti,Wagon R VXI,Third Party insurance,Petrol,5,"50,000",DL1C,First Owner,998,Manual,2017,21.79,67.05,90,,May,2017,60,4.0,Jaipur,
Audi,Q3 35 TDI Quattro Premium Plus,Third Party insurance,Diesel,5,"57,000",HR51,Second Owner,1968,Automatic,2014,15.73,174.33,380,16,Oct,2014,75,13.79,Jaipur,
Honda,City V AT,Third Party insurance,Petrol,5,"98,000",DL9C,Second Owner,1497,Automatic,2012,15.6,116.3,146,15,Jun,2012,75,4.0,Jaipur,
Renault,Pulse Petrol RxL,Not Available,Petrol,5,"89,252",RJ27,Second Owner,1198,Manual,2016,18.06,74.93,104,,Jun,2016,70,2.3,Jaipur,
Volkswagen,Polo 1.2 MPI Highline Plus,Comprehensive,Petrol,5,"80,000",HR36,Second Owner,1199,Manual,2016,16.2,74,110,15,Feb,2016,70,4.76,Jaipur,
Audi,Q3 35 TDI Quattro Premium Plus,Comprehensive,Diesel,5,"75,000",HP58,Second Owner,1968,Automatic,2015,15.17,181,380,18,Jan,2015,75,14.24,Jaipur,
Land,Rover Range Rover Evoque 2.0 TD4 SE Dynamic,Comprehensive,Diesel,5,"90,000",CH05,First Owner,1999,Automatic,2018,15.68,177,430,18,Jun,2018,50,38.0,Jaipur,
Ford,Ecosport 1.5 Petrol Titanium AT,Comprehensive,Petrol,5,"61,000",DL10,First Owner,1496,Automatic,2016,14.7,120.69,149,R16,Jul,2016,70,6.5,Jaipur,
Maruti,Swift 1.3 LXI,Not Available,Petrol,5,"1,15,444",MH02,Third Owner,1298,Manual,2006,16.1,8,11,14,Jun,2006,75,1.17,Jaipur,
Hyundai,i20 1.2 Sportz,Not Available,Petrol,5,"66,975",RJ14,First Owner,1197,Manual,2010,17,80 PS at 5200 ,"11.4 kgm at 4,000 r",14,Jul,2010,75,2.3,Jaipur,
Honda,City i DTec VX,Comprehensive,Diesel,5,"82,000",RJ14,Second Owner,1498,Manual,2014,26,98.6,200,15,Dec,2014,75,5.6,Jaipur,
Ford,Figo Diesel LXI,Comprehensive,Diesel,5,"76,000",RJ14,Second Owner,1399,Manual,2012,20,68,160,,Aug,2012,75,2.25,Jaipur,
BMW,X1 M Sport sDrive 20d,Comprehensive,Diesel,5,"1,03,000",RJ14,Third Owner,1995,Automatic,2013,17.05,188,400,17,Nov,2013,75,8.25,Jaipur,
Hyundai,Creta EX Diesel,Comprehensive,Diesel,5,"60,000",RJ02,First Owner,1493,Manual,2020,,113.98,250,,Nov,2020,30,13.0,Jaipur,
Hyundai,Creta 1.4 EX Diesel,Comprehensive,Diesel,5,"76,000",RJ02,Second Owner,1396,Manual,2017,22.1,88.7,219.7,,May,2017,60,9.0,Jaipur,
Hyundai,Creta 1.4 S,Comprehensive,Diesel,5,"73,000",RJ40,First Owner,1396,Manual,2017,22.1,88.7,219.7,16,May,2017,60,8.9,Jaipur,
Renault,KWID 1.0 RXT Optional AT 2016-2019,Comprehensive,Petrol,5,"36,000",RJ14,First Owner,999,Automatic,2017,23.01,67,91,,May,2017,60,3.35,Jaipur,
Hyundai,i10 Era,Not Available,Petrol,5,"1,04,074",RJ14,First Owner,1086,Manual,2008,19.81,68.05,99.04,,Apr,2008,75,1.41,Jaipur,
Volkswagen,Vento Petrol Trendline,Comprehensive,Petrol,5,"69,181",RJ14,First Owner,1598,Manual,2011,15.04,103.6,153,14,Aug,2011,75,2.74,Jaipur,
Jeep,Compass 2.0 Limited Option,Not Available,Diesel,5,"39,026",RJ51,First Owner,1956,Manual,2019,17.1,170,350,17,Nov,2019,40,14.0,Jaipur,
Skoda,Kushaq 1.0 TSI Active,Not Available,Petrol,5,"40,135",RJ45,First Owner,999,Manual,2021,19.2,113.98,178,,Sept,2021,20,8.91,Jaipur,
Toyota,Innova Crysta 2.4 ZX MT BSIV,Comprehensive,Diesel,7,"1,46,561",HR26,First Owner,2393,Manual,2018,13.68,147.8,343,17,Apr,2018,50,16.9,Jaipur,
Hyundai,EON Era Plus,Not Available,Petrol,5,"87,667",RJ03,Second Owner,814,Manual,2018,21.1,55.2,74.5,,Nov,2018,50,2.5,Jaipur,
Volkswagen,Vento 1.5 TDI Highline AT,Not Available,Diesel,5,"1,06,703",RJ14,First Owner,1498,Automatic,2016,22.15,108.6,250,15,Jun,2017,70,5.2,Jaipur,
Ford,Aspire 1.2 Ti-VCT Trend,Not Available,Petrol,5,"62,609",UK06,First Owner,1196,Manual,2016,18.16,86.8,112,,Apr,2016,70,3.72,Jaipur,
Jaguar,XJ 3.0L Portfolio,Comprehensive,Diesel,5,"82,058",RJ14,First Owner,2993,Automatic,2018,14.47,301.73,689,19,Jun,2019,50,59.0,Jaipur,
Hyundai,Verna 1.6 SX,Not Available,Diesel,5,"1,05,914",RJ13,First Owner,1582,Manual,2012,22.32,126.32,259.8,16,Dec,2012,75,3.5,Jaipur,
Mahindra,Scorpio S11,Not Available,Diesel,7,"30,719",GJ02,First Owner,2179,Manual,2020,15.4,136.78,319,R17,Sept,2020,30,16.49,Jaipur,
Hyundai,Santro Xing XL,Third Party,Petrol,5,"54,569",RJ20,Second Owner,1086,Manual,2005,,,,13,Jan,2006,75,1.14,Jaipur,
Maruti,Swift VXI,Not Available,Petrol,5,"9,016",RJ45,First Owner,1197,Manual,2022,22.38,88.50,113,,Jul,2022,15,7.0,Jaipur,
Kia,Seltos HTK Plus G,Zero Dep,Petrol,5,"33,997",RJ45,First Owner,1497,Manual,2020,16.8,113.43,144,16,Oct,2020,30,12.0,Jaipur,
Mahindra,Scorpio S11,Not Available,Diesel,7,"38,394",RJ25,First Owner,2179,Manual,2021,15.4,136.78,319,R17,Nov,2021,20,18.0,Jaipur,
Maruti,Baleno 1.2 Delta,Comprehensive,Petrol,5,"9,179",RJ45,First Owner,1197,Manual,2019,21.4,83.1,115,,Apr,2019,40,5.9,Jaipur,
Ford,Ecosport 1.5 DV5 MT Titanium Optional,Not Available,Diesel,5,"84,391",RJ14,First Owner,1498,Manual,2014,22.7,89.84,204,16,Sept,2014,75,4.5,Jaipur,
Hyundai,i10 Era 1.1,Not Available,Petrol,5,"58,670",RJ02,First Owner,1086,Manual,2009,19.81,68.05,99.04,,May,2009,75,1.4,Jaipur,
Hyundai,i20 Sportz 1.4 CRDi,Not Available,Diesel,5,"1,35,331",RJ14,First Owner,1396,Manual,2016,22.54,88.73,219.7,,May,2016,70,5.25,Jaipur,
Maruti,Swift Dzire VDI,Not Available,Diesel,5,"1,51,278",RJ01,First Owner,1248,Manual,2014,23.4,74,190,14,May,2014,75,4.0,Jaipur,
Maruti,Ritz VDi,Not Available,Diesel,5,"1,35,231",RJ14,Second Owner,1248,Manual,2009,21.1,73.9,113,14,Aug,2009,75,1.5,Jaipur,
Maruti,Alto 800 LXI,Comprehensive,Petrol,5,"40,861",RJ05,First Owner,796,Manual,2014,22.74,47.3,69,,Mar,2014,75,2.5,Jaipur,
Hyundai,Aura SX,Comprehensive,Petrol,5,"6,862",RJ45,First Owner,1197,Manual,2021,20.5,81.86,113.8,15,Aug,2021,20,6.2,Jaipur,
Hyundai,Verna 1.6 CRDi EX MT,Not Available,Diesel,5,"1,05,415",RJ14,Second Owner,1582,Manual,2013,22.32,126.3,259.9,15,Jul,2013,75,4.0,Jaipur,
Mahindra,Thar LX 4-Str Hard Top Diesel AT,Not Available,Diesel,4,"6,033",RJ45,First Owner,2184,Automatic,2022,,130,300,18,Aug,2022,15,18.0,Jaipur,
Chevrolet,Beat Diesel LS,Not Available,Diesel,5,"1,00,980",RJ14,First Owner,936,Manual,2011,25.44,57.6,150,14,Oct,2011,75,1.25,Jaipur,
Renault,Duster 110PS Diesel RxZ,Not Available,Diesel,5,"1,43,237",RJ14,First Owner,1461,Manual,2013,19.01,108.45,248,16,Nov,2013,75,3.5,Jaipur,
Tata,Nexon XZA Plus (O) AMT,Zero Dep,Petrol,5,"23,847",RJ23,First Owner,1199,Automatic,2021,16.35,118.36,170,16,Feb,2021,20,11.0,Jaipur,
Audi,A4 35 TDI Premium Plus,Not Available,Diesel,5,"54,007",RJ45,First Owner,1968,Automatic,2017,18.25,187.74,400,17,Oct,2017,60,21.93,Jaipur,
Maruti,Alto 800 LXI,Not Available,Petrol,5,"60,265",MH31,First Owner,796,Manual,2012,22.74,47.3,69,,Nov,2012,75,2.04,Jaipur,
Hyundai,Verna VTVT 1.6 AT SX Plus,Not Available,Petrol,5,"15,416",RJ44,Second Owner,1591,Automatic,2019,17,121.3,151,16,Aug,2019,40,9.5,Jaipur,
Honda,City E,Not Available,Petrol,5,"1,00,085",HR26,First Owner,1497,Manual,2013,16.8,116.3,146,15,Jan,2013,75,2.83,Jaipur,
Maruti,Swift Dzire VDI,Not Available,Diesel,5,"1,16,424",RJ45,Second Owner,1248,Manual,2013,23.4,74,190,14,Aug,2013,75,4.0,Jaipur,
Maruti,Wagon R VXI BSIII,Third Party,Petrol,5,"1,16,894",RJ14,Second Owner,1061,Manual,2005,17.3,,8,13,Feb,2005,75,0.8,Jaipur,
Hyundai,Grand i10 CRDi Sportz,Third Party insurance,Diesel,5,"97,689",RJ02,First Owner,1120,Manual,2013,24,70,160,,Nov,2013,75,3.69,Jaipur,
Maruti,Wagon R LXI,Not Available,Petrol,5,"92,471",RJ14,First Owner,998,Manual,2004,18.9,67.1,90,13,Oct,2004,75,0.75,Jaipur,
Toyota,Fortuner 4x2 MT TRD Sportivo,Comprehensive,Diesel,7,"1,49,000",RJ14,Second Owner,2982,Manual,2013,13,168.7,343,17,Jul,2013,75,14.5,Jaipur,
Hyundai,i20 Asta 1.2,Not Available,Petrol,5,"9,443",RJ19,First Owner,1197,Manual,2016,18.6,81.83,114.7,16,Feb,2016,70,5.41,Jaipur,
Maruti,Alto 800 CNG LXI,Not Available,CNG,5,"1,42,469",UP80,First Owner,796,Manual,2013,30.46,47.3,69,,Nov,2013,75,1.5,Jaipur,
Hyundai,Creta 1.6 CRDi SX Plus,Not Available,Diesel,5,"1,29,676",RJ14,First Owner,1582,Manual,2017,19.67,126.2,259.9,16,Mar,2017,60,10.0,Jaipur,
Hyundai,Santro Xing GL,Comprehensive,Petrol,5,"1,26,022",RJ14,Fourth Owner,1086,Manual,2008,,62,96.1,13,Sept,2008,75,0.96362,Jaipur,
Hyundai,Verna 1.6 SX VTVT AT,Comprehensive,Petrol,5,"76,276",MH02,Third Owner,1591,Automatic,2011,15.74,121.3,154.9,16,Oct,2011,75,3.18,Jaipur,
Honda,Amaze S i-Dtech,Third Party,Diesel,5,"1,41,088",RJ14,First Owner,1498,Manual,2014,25.8,98.6,200,,Jun,2014,75,4.0,Jaipur,
Maruti,Alto 800 LXI,Comprehensive,Petrol,5,"14,652",RJ14,First Owner,796,Manual,2013,22.74,47.3,69,,Jan,2014,75,2.05,Jaipur,
MG,Hector Plus Sharp DCT,Zero Dep,Petrol,6,"27,239",RJ14,First Owner,1451,Automatic,2020,11.67,141,250,R18,Nov,2020,30,15.6,Jaipur,
Maruti,Wagon R VXI,Not Available,Petrol,5,"2,875",RJ45,First Owner,998,Manual,2022,21.79,67.05,90,,Mar,2022,15,5.8,Jaipur,
Toyota,Innova 2.5 VX (Diesel) 7 Seater BS IV,Zero Dep,Diesel,7,"1,69,428",RJ14,First Owner,2494,Manual,2014,12.99,100.6,200,15,Nov,2014,75,9.5,Jaipur,
Maruti,Baleno Delta,Third Party,Petrol,5,"40,964",RJ45,First Owner,1197,Manual,2019,21.01,81.80,113,,Dec,2019,40,6.0,Jaipur,
Maruti,Ciaz Alpha Automatic BSIV,Not Available,Petrol,5,"77,201",HR26,First Owner,1462,Automatic,2018,20.28,103.25,138,16,Nov,2018,50,7.0,Jaipur,
Maruti,Swift VXI,Zero Dep,Petrol,5,"30,224",RJ05,First Owner,1197,Manual,2020,21.21,81.80,113,,Aug,2020,30,6.1,Jaipur,
Honda,City 1.5 S AT,Not Available,Petrol,5,"78,766",RJ14,Second Owner,1497,Automatic,2009,16.8,"118PS at 6,600 ",146Nm at 4800 r,15,Jul,2009,75,2.7,Jaipur,
Jaguar,XJ 3.0L Portfolio,Comprehensive,Diesel,5,"65,262",RJ14,First Owner,2993,Automatic,2014,14.47,301.73,689,19,Oct,2014,75,38.0,Jaipur,
Honda,City i VTEC V,Comprehensive,Petrol,5,"28,000",RJ14,First Owner,1497,Manual,2017,17.8,117.3,145,15,Dec,2017,60,8.0,Jaipur,
Renault,KWID RXT Optional,Zero Dep,Petrol,5,"48,366",OD33,First Owner,799,Manual,2016,25.17,53.3,72,,Jan,2017,70,2.24,Jaipur,
Toyota,Fortuner TRD 4X4 AT,Third Party insurance,Diesel,7,"2,25,000",RJ14,Second Owner,2755,Automatic,2017,12.9,174.5,450,R18,Jan,2017,60,28.5,Jaipur,
Maruti,Ciaz Zeta Diesel,Comprehensive,Diesel,5,"87,000",RJ14,First Owner,1248,Manual,2017,28.09,88.50,200,15,Nov,2017,60,7.4,Jaipur,
Maruti,Baleno Delta Diesel,Comprehensive,Diesel,5,"83,083",RJ42,First Owner,1248,Manual,2018,27.39,74,190,,Jul,2018,50,6.75,Jaipur,
Mahindra,XUV500 W7 BSIV,Comprehensive,Diesel,7,"48,213",RJ14,First Owner,2179,Manual,2019,15.1,152.87,360,,Oct,2019,40,14.25,Jaipur,
Hyundai,i20 Sportz 1.4 CRDi,Comprehensive,Diesel,5,"1,04,288",RJ14,First Owner,1396,Manual,2016,22.54,88.73,219.7,,Nov,2016,70,5.0,Jaipur,
Hyundai,i20 1.2 Magna Executive,Comprehensive,Petrol,5,"41,326",RJ45,First Owner,1197,Manual,2020,18.6,81.83,114.7,,Jan,2020,30,6.9,Jaipur,
Hyundai,Creta 1.6 CRDi SX,Comprehensive,Diesel,5,"77,207",RJ14,First Owner,1582,Manual,2018,19.67,126.2,259.9,16,Jul,2018,50,12.95,Jaipur,
Mahindra,Marazzo M2 8Str BSIV,Not Available,Diesel,8,"94,700",RJ26,Second Owner,1497,Manual,2018,17.3,121,300,,Nov,2018,50,7.0,Jaipur,
Ford,Figo 1.5D Trend MT,Comprehensive,Diesel,5,"88,456",RJ14,First Owner,1498,Manual,2015,25.83,99,215,,Oct,2015,75,4.65,Jaipur,
Maruti,Alto K10 2010-2014 VXI,Not Available,Petrol,5,"1,23,802",RJ14,Second Owner,998,Manual,2012,20.92,67.1,90,13,May,2012,75,1.7,Jaipur,
Maruti,Wagon R LXI Minor Duo LPG,Not Available,LPG,5,"93,103",RJ20,Second Owner,1061,Manual,2008,,67,84,14,Jan,2009,75,0.81748,Jaipur,
Mercedes-Benz,C-Class C 220 CDI Elegance AT,Third Party insurance,Diesel,5,"69,856",RJ14,First Owner,2143,Automatic,2012,14.84,170,400,16,Dec,2012,75,12.5,Jaipur,
Volkswagen,Vento 1.2 TSI Highline Plus AT,Comprehensive,Petrol,5,"55,796",RJ45,First Owner,1197,Automatic,2018,18.19,103.2,175,15,May,2018,50,9.35,Jaipur,
Skoda,Rapid 1.5 TDI Ambition BSIV,Third Party insurance,Diesel,5,"91,547",RJ45,First Owner,1498,Manual,2018,21.13,108.6,250,15,Sept,2018,50,8.95,Jaipur,
Toyota,Fortuner 3.0 Diesel,Third Party insurance,Diesel,7,"1,39,208",RJ14,First Owner,2982,Manual,2010,11.5,171,343 ,17,Jun,2010,75,10.5,Jaipur,
Maruti,Swift VDI,Not Available,Diesel,5,"1,10,728",RJ14,Second Owner,1248,Manual,2013,22.9,74,190,14,Jan,2014,75,4.0,Jaipur,
Maruti,Swift Dzire LDi,Not Available,Diesel,5,"84,495",RJ14,Second Owner,1248,Manual,2010,19.3,73.9,190,14,Sept,2010,75,2.2,Jaipur,
Toyota,Innova 2.5 GX (Diesel) 7 Seater BS IV,Comprehensive,Diesel,7,"1,18,720",RJ14,First Owner,2494,Manual,2014,12.99,100.6,200,,Dec,2014,75,9.0,Jaipur,
Tata,Harrier XZ Plus,Zero Dep,Diesel,5,"10,093",RJ45,First Owner,1956,Manual,2022,16.35,167.67,350,17,Mar,2022,15,18.5,Jaipur,
Honda,CR-V 2.4 4WD AT,Comprehensive,Petrol,5,"1,01,752",RJ45,Second Owner,2354,Automatic,2004,10.1,152,215 ,16,May,2004,75,3.17,Jaipur,
